,id,rooms
999,1915,"(5, 2)"
1000,1916,"(2, 1)"
1001,1916,"(3, 4)"
1002,1917,"(2, 2)"
1003,1917,"(9, 1)"
1004,1920,"(2, 1)"
1005,1920,"(3, 2)"
1006,1920,"(4, 3)"
1007,1920,"(5, 4)"
1008,1920,"(6, 2)"
1009,1921,"(5, 1)"
1010,1922,"(2, 1)"
1011,1922,"(4, 1)"
1012,1922,"(5, 1)"
1013,1923,"(3, 1)"
1014,1923,"(4, 2)"
1015,1923,"(5, 1)"
1016,1924,"(4, 2)"
1017,1927,"(5, 2)"
1018,1927,"(6, 2)"
1019,1950,"(3, 3)"
1020,1950,"(4, 1)"
1021,1950,"(5, 1)"
1022,1950,"(7, 1)"
1023,1951,"(3, 1)"
1024,1951,"(4, 1)"
1025,1953,"(2, 1)"
1026,1958,"(5, 1)"
1027,1959,"(6, 1)"
1028,1959,"(8, 1)"
1029,1960,"(1, 1)"
1030,1960,"(3, 4)"
1031,1960,"(4, 1)"
1032,1960,"(5, 1)"
1033,1960,"(6, 2)"
1034,1960,"(7, 1)"
1035,1962,"(3, 2)"
1036,1964,"(2, 1)"
1037,1964,"(3, 4)"
1038,1964,"(4, 2)"
1039,1964,"(6, 1)"
1040,1965,"(4, 1)"
1041,1966,"(2, 3)"
1042,1966,"(3, 1)"
1043,1966,"(5, 1)"
1044,1967,"(6, 2)"
1045,1970,"(2, 4)"
1046,1970,"(3, 7)"
1047,1970,"(4, 4)"
1048,1970,"(5, 3)"
1049,1971,"(3, 1)"
1050,1972,"(2, 1)"
1051,1972,"(3, 2)"
1052,1972,"(7, 1)"
1053,1973,"(2, 2)"
1054,1973,"(3, 3)"
1055,1973,"(4, 6)"
1056,1973,"(5, 1)"
1057,2000,"(1, 23)"
1058,2000,"(2, 215)"
1059,2000,"(3, 407)"
1060,2000,"(4, 320)"
1061,2000,"(5, 259)"
1062,2000,"(6, 284)"
1063,2000,"(7, 207)"
1064,2000,"(8, 92)"
1065,2000,"(9, 41)"
1066,2000,"(10, 15)"
1067,2000,"(11, 5)"
1068,2000,"(13, 2)"
1069,2000,"(14, 3)"
1070,2000,"(15, 2)"
1071,2000,"(18, 1)"
1072,2100,"(1, 34)"
1073,2100,"(2, 310)"
1074,2100,"(3, 310)"
1075,2100,"(4, 256)"
1076,2100,"(5, 257)"
1077,2100,"(6, 381)"
1078,2100,"(7, 117)"
1079,2100,"(8, 55)"
1080,2100,"(9, 40)"
1081,2100,"(10, 14)"
1082,2100,"(11, 4)"
1083,2100,"(12, 5)"
1084,2100,"(13, 2)"
1085,2100,"(14, 1)"
1086,2100,"(35, 1)"
1087,2150,"(2, 7)"
1088,2150,"(3, 13)"
1089,2150,"(4, 20)"
1090,2150,"(5, 12)"
1091,2150,"(10, 1)"
1092,2200,"(1, 33)"
1093,2200,"(2, 227)"
1094,2200,"(3, 139)"
1095,2200,"(4, 75)"
1096,2200,"(5, 24)"
1097,2200,"(6, 7)"
1098,2200,"(7, 4)"
1099,2200,"(9, 1)"
1100,2200,"(11, 1)"
1101,2200,"(12, 1)"
1102,2300,"(1, 90)"
1103,2300,"(2, 684)"
1104,2300,"(3, 978)"
1105,2300,"(4, 1773)"
1106,2300,"(5, 1144)"
1107,2300,"(6, 524)"
1108,2300,"(7, 199)"
1109,2300,"(8, 71)"
1110,2300,"(9, 27)"
1111,2300,"(10, 7)"
1112,2300,"(11, 9)"
1113,2400,"(1, 34)"
1114,2400,"(2, 231)"
1115,2400,"(3, 185)"
1116,2400,"(4, 275)"
1117,2400,"(5, 275)"
1118,2400,"(6, 171)"
1119,2400,"(7, 74)"
1120,2400,"(8, 34)"
1121,2400,"(9, 3)"
1122,2400,"(10, 2)"
1123,2400,"(11, 1)"
1124,2400,"(12, 1)"
1125,2400,"(15, 1)"
1126,2450,"(1, 7)"
1127,2450,"(2, 149)"
1128,2450,"(3, 137)"
1129,2450,"(4, 77)"
1130,2450,"(5, 6)"
1131,2450,"(6, 4)"
1132,2450,"(9, 1)"
1133,2500,"(1, 25)"
1134,2500,"(2, 308)"
1135,2500,"(3, 421)"
1136,2500,"(4, 784)"
1137,2500,"(5, 640)"
1138,2500,"(6, 409)"
1139,2500,"(7, 118)"
1140,2500,"(8, 80)"
1141,2500,"(9, 36)"
1142,2500,"(10, 9)"
1143,2500,"(11, 5)"
1144,2500,"(12, 1)"
1145,2500,"(13, 1)"
1146,2500,"(14, 1)"
1147,2600,"(1, 12)"
1148,2600,"(2, 85)"
1149,2600,"(3, 393)"
1150,2600,"(4, 1113)"
1151,2600,"(5, 743)"
1152,2600,"(6, 352)"
1153,2600,"(7, 126)"
1154,2600,"(8, 29)"
1155,2600,"(9, 6)"
1156,2600,"(10, 4)"
1157,2600,"(11, 1)"
1158,2600,"(13, 2)"
1159,2600,"(14, 1)"
1160,2605,"(1, 10)"
1161,2605,"(2, 16)"
1162,2605,"(3, 307)"
1163,2605,"(4, 801)"
1164,2605,"(5, 398)"
1165,2605,"(6, 173)"
1166,2605,"(7, 40)"
1167,2605,"(8, 25)"
1168,2605,"(9, 7)"
1169,2605,"(10, 3)"
1170,2605,"(11, 3)"
1171,2605,"(16, 1)"
1172,2610,"(1, 91)"
1173,2610,"(2, 183)"
1174,2610,"(3, 726)"
1175,2610,"(4, 1681)"
1176,2610,"(5, 1028)"
1177,2610,"(6, 440)"
1178,2610,"(7, 157)"
1179,2610,"(8, 47)"
1180,2610,"(9, 12)"
1181,2610,"(10, 6)"
1182,2610,"(11, 1)"
1183,2610,"(13, 1)"
1184,2620,"(1, 5)"
1185,2620,"(2, 50)"
1186,2620,"(3, 155)"
1187,2620,"(4, 981)"
1188,2620,"(5, 642)"
1189,2620,"(6, 130)"
1190,2620,"(7, 38)"
1191,2620,"(8, 12)"
1192,2620,"(9, 4)"
1193,2620,"(10, 3)"
1194,2625,"(1, 1)"
1195,2625,"(2, 19)"
1196,2625,"(3, 101)"
1197,2625,"(4, 540)"
1198,2625,"(5, 289)"
1199,2625,"(6, 70)"
1200,2625,"(7, 25)"
1201,2625,"(8, 4)"
1202,2625,"(9, 1)"
1203,2625,"(10, 2)"
1204,2630,"(1, 86)"
1205,2630,"(2, 180)"
1206,2630,"(3, 465)"
1207,2630,"(4, 1651)"
1208,2630,"(5, 1147)"
1209,2630,"(6, 622)"
1210,2630,"(7, 152)"
1211,2630,"(8, 46)"
1212,2630,"(9, 14)"
1213,2630,"(10, 9)"
1214,2630,"(11, 1)"
1215,2630,"(12, 4)"
1216,2630,"(14, 1)"
1217,2630,"(15, 1)"
1218,2630,"(24, 2)"
1219,2635,"(1, 19)"
1220,2635,"(2, 84)"
1221,2635,"(3, 293)"
1222,2635,"(4, 1014)"
1223,2635,"(5, 552)"
1224,2635,"(6, 176)"
1225,2635,"(7, 53)"
1226,2635,"(8, 26)"
1227,2635,"(9, 14)"
1228,2635,"(10, 6)"
1229,2635,"(11, 1)"
1230,2635,"(12, 2)"
1231,2640,"(1, 9)"
1232,2640,"(2, 141)"
1233,2640,"(3, 466)"
1234,2640,"(4, 803)"
1235,2640,"(5, 595)"
1236,2640,"(6, 269)"
1237,2640,"(7, 99)"
1238,2640,"(8, 32)"
1239,2640,"(9, 7)"
1240,2640,"(10, 6)"
1241,2640,"(11, 3)"
1242,2640,"(12, 3)"
1243,2640,"(13, 1)"
1244,2640,"(14, 1)"
1245,2650,"(1, 36)"
1246,2650,"(2, 333)"
1247,2650,"(3, 1229)"
1248,2650,"(4, 2174)"
1249,2650,"(5, 1439)"
1250,2650,"(6, 595)"
1251,2650,"(7, 195)"
1252,2650,"(8, 69)"
1253,2650,"(9, 9)"
1254,2650,"(10, 5)"
1255,2650,"(21, 1)"
1256,2650,"(93, 1)"
1257,2660,"(1, 1)"
1258,2660,"(2, 9)"
1259,2660,"(3, 154)"
1260,2660,"(4, 559)"
1261,2660,"(5, 216)"
1262,2660,"(6, 216)"
1263,2660,"(7, 52)"
1264,2660,"(8, 12)"
1265,2660,"(9, 3)"
1266,2660,"(10, 1)"
1267,2660,"(11, 1)"
1268,2665,"(1, 1)"
1269,2665,"(2, 31)"
1270,2665,"(3, 171)"
1271,2665,"(4, 770)"
1272,2665,"(5, 259)"
1273,2665,"(6, 103)"
1274,2665,"(7, 31)"
1275,2665,"(8, 10)"
1276,2665,"(9, 8)"
1277,2665,"(10, 2)"
1278,2665,"(12, 1)"
1279,2665,"(17, 1)"
1280,2670,"(1, 3)"
1281,2670,"(2, 156)"
1282,2670,"(3, 609)"
1283,2670,"(4, 2398)"
1284,2670,"(5, 1663)"
1285,2670,"(6, 749)"
1286,2670,"(7, 256)"
1287,2670,"(8, 61)"
1288,2670,"(9, 16)"
1289,2670,"(10, 3)"
1290,2670,"(11, 4)"
1291,2670,"(12, 1)"
1292,2670,"(14, 1)"
1293,2670,"(15, 1)"
1294,2680,"(1, 4)"
1295,2680,"(2, 74)"
1296,2680,"(3, 444)"
1297,2680,"(4, 1238)"
1298,2680,"(5, 998)"
1299,2680,"(6, 582)"
1300,2680,"(7, 178)"
1301,2680,"(8, 77)"
1302,2680,"(9, 16)"
1303,2680,"(10, 9)"
1304,2680,"(11, 2)"
1305,2680,"(12, 3)"
1306,2690,"(1, 5)"
1307,2690,"(2, 24)"
1308,2690,"(3, 169)"
1309,2690,"(4, 705)"
1310,2690,"(5, 561)"
1311,2690,"(6, 258)"
1312,2690,"(7, 105)"
1313,2690,"(8, 26)"
1314,2690,"(9, 9)"
1315,2690,"(10, 5)"
1316,2690,"(11, 1)"
1317,2690,"(12, 1)"
1318,2700,"(1, 12)"
1319,2700,"(2, 190)"
1320,2700,"(3, 542)"
1321,2700,"(4, 979)"
1322,2700,"(5, 825)"
1323,2700,"(6, 465)"
1324,2700,"(7, 124)"
1325,2700,"(8, 55)"
1326,2700,"(9, 13)"
1327,2700,"(10, 10)"
1328,2700,"(11, 1)"
1329,2700,"(13, 1)"
1330,2720,"(1, 27)"
1331,2720,"(2, 260)"
1332,2720,"(3, 398)"
1333,2720,"(4, 714)"
1334,2720,"(5, 581)"
1335,2720,"(6, 344)"
1336,2720,"(7, 127)"
1337,2720,"(8, 60)"
1338,2720,"(9, 16)"
1339,2720,"(10, 3)"
1340,2720,"(11, 1)"
1341,2720,"(12, 2)"
1342,2730,"(1, 2)"
1343,2730,"(2, 38)"
1344,2730,"(3, 358)"
1345,2730,"(4, 1175)"
1346,2730,"(5, 695)"
1347,2730,"(6, 346)"
1348,2730,"(7, 86)"
1349,2730,"(8, 30)"
1350,2730,"(9, 9)"
1351,2730,"(10, 4)"
1352,2740,"(1, 19)"
1353,2740,"(2, 158)"
1354,2740,"(3, 309)"
1355,2740,"(4, 588)"
1356,2740,"(5, 420)"
1357,2740,"(6, 191)"
1358,2740,"(7, 57)"
1359,2740,"(8, 14)"
1360,2740,"(9, 3)"
1361,2740,"(10, 3)"
1362,2750,"(1, 54)"
1363,2750,"(2, 180)"
1364,2750,"(3, 414)"
1365,2750,"(4, 908)"
1366,2750,"(5, 703)"
1367,2750,"(6, 321)"
1368,2750,"(7, 103)"
1369,2750,"(8, 23)"
1370,2750,"(9, 13)"
1371,2750,"(10, 1)"
1372,2750,"(12, 2)"
1373,2750,"(13, 1)"
1374,2760,"(1, 1)"
1375,2760,"(2, 20)"
1376,2760,"(3, 95)"
1377,2760,"(4, 313)"
1378,2760,"(5, 233)"
1379,2760,"(6, 98)"
1380,2760,"(7, 22)"
1381,2760,"(8, 6)"
1382,2760,"(9, 4)"
1383,2760,"(10, 2)"
1384,2760,"(11, 1)"
1385,2760,"(12, 1)"
1386,2760,"(20, 1)"
1387,2765,"(2, 65)"
1388,2765,"(3, 234)"
1389,2765,"(4, 1004)"
1390,2765,"(5, 490)"
1391,2765,"(6, 264)"
1392,2765,"(7, 75)"
1393,2765,"(8, 19)"
1394,2765,"(9, 8)"
1395,2765,"(10, 3)"
1396,2765,"(13, 1)"
1397,2770,"(1, 30)"
1398,2770,"(2, 155)"
1399,2770,"(3, 837)"
1400,2770,"(4, 1833)"
1401,2770,"(5, 1493)"
1402,2770,"(6, 537)"
1403,2770,"(7, 178)"
1404,2770,"(8, 48)"
1405,2770,"(9, 14)"
1406,2770,"(10, 8)"
1407,2770,"(11, 2)"
1408,2770,"(14, 1)"
1409,2791,"(1, 13)"
1410,2791,"(2, 86)"
1411,2791,"(3, 495)"
1412,2791,"(4, 1194)"
1413,2791,"(5, 920)"
1414,2791,"(6, 434)"
1415,2791,"(7, 153)"
1416,2791,"(8, 34)"
1417,2791,"(9, 13)"
1418,2791,"(10, 4)"
1419,2791,"(11, 4)"
1420,2791,"(13, 1)"
1421,2800,"(1, 31)"
1422,2800,"(2, 272)"
1423,2800,"(3, 497)"
1424,2800,"(4, 1344)"
1425,2800,"(5, 1084)"
1426,2800,"(6, 653)"
1427,2800,"(7, 262)"
1428,2800,"(8, 91)"
1429,2800,"(9, 23)"
1430,2800,"(10, 6)"
1431,2800,"(11, 5)"
1432,2800,"(12, 1)"
1433,2800,"(14, 2)"
1434,2800,"(16, 1)"
1435,2800,"(95, 1)"
1436,2820,"(1, 15)"
1437,2820,"(2, 157)"
1438,2820,"(3, 243)"
1439,2820,"(4, 656)"
1440,2820,"(5, 846)"
1441,2820,"(6, 639)"
1442,2820,"(7, 363)"
1443,2820,"(8, 165)"
1444,2820,"(9, 54)"
1445,2820,"(10, 24)"
1446,2820,"(11, 8)"
1447,2820,"(12, 1)"
1448,2820,"(13, 1)"
1449,2820,"(14, 1)"
1450,2820,"(17, 1)"
1451,2820,"(18, 1)"
1452,2820,"(19, 1)"
1453,2830,"(1, 25)"
1454,2830,"(2, 84)"
1455,2830,"(3, 312)"
1456,2830,"(4, 865)"
1457,2830,"(5, 1257)"
1458,2830,"(6, 622)"
1459,2830,"(7, 208)"
1460,2830,"(8, 83)"
1461,2830,"(9, 17)"
1462,2830,"(10, 5)"
1463,2830,"(11, 1)"
1464,2840,"(1, 2)"
1465,2840,"(2, 28)"
1466,2840,"(3, 145)"
1467,2840,"(4, 612)"
1468,2840,"(5, 797)"
1469,2840,"(6, 626)"
1470,2840,"(7, 347)"
1471,2840,"(8, 147)"
1472,2840,"(9, 56)"
1473,2840,"(10, 28)"
1474,2840,"(11, 8)"
1475,2840,"(12, 9)"
1476,2840,"(13, 1)"
1477,2840,"(14, 5)"
1478,2840,"(15, 1)"
1479,2850,"(1, 1)"
1480,2850,"(2, 66)"
1481,2850,"(3, 85)"
1482,2850,"(4, 256)"
1483,2850,"(5, 142)"
1484,2850,"(6, 85)"
1485,2850,"(7, 47)"
1486,2850,"(8, 15)"
1487,2850,"(9, 9)"
1488,2850,"(10, 1)"
1489,2850,"(11, 1)"
1490,2850,"(15, 1)"
1491,2850,"(16, 1)"
1492,2860,"(1, 22)"
1493,2860,"(2, 203)"
1494,2860,"(3, 698)"
1495,2860,"(4, 1321)"
1496,2860,"(5, 856)"
1497,2860,"(6, 328)"
1498,2860,"(7, 125)"
1499,2860,"(8, 36)"
1500,2860,"(9, 8)"
1501,2860,"(10, 2)"
1502,2860,"(11, 3)"
1503,2860,"(13, 1)"
1504,2870,"(1, 13)"
1505,2870,"(2, 68)"
1506,2870,"(3, 113)"
1507,2870,"(4, 239)"
1508,2870,"(5, 245)"
1509,2870,"(6, 112)"
1510,2870,"(7, 39)"
1511,2870,"(8, 12)"
1512,2870,"(9, 5)"
1513,2870,"(10, 1)"
1514,2870,"(34, 1)"
1515,2880,"(1, 23)"
1516,2880,"(2, 66)"
1517,2880,"(3, 289)"
1518,2880,"(4, 736)"
1519,2880,"(5, 567)"
1520,2880,"(6, 293)"
1521,2880,"(7, 126)"
1522,2880,"(8, 51)"
1523,2880,"(9, 21)"
1524,2880,"(10, 3)"
1525,2880,"(11, 4)"
1526,2880,"(12, 2)"
1527,2900,"(1, 6)"
1528,2900,"(2, 102)"
1529,2900,"(3, 226)"
1530,2900,"(4, 510)"
1531,2900,"(5, 615)"
1532,2900,"(6, 535)"
1533,2900,"(7, 448)"
1534,2900,"(8, 284)"
1535,2900,"(9, 137)"
1536,2900,"(10, 58)"
1537,2900,"(11, 26)"
1538,2900,"(12, 12)"
1539,2900,"(13, 10)"
1540,2900,"(14, 6)"
1541,2900,"(15, 3)"
1542,2900,"(16, 3)"
1543,2900,"(17, 2)"
1544,2900,"(20, 1)"
1545,2920,"(1, 14)"
1546,2920,"(2, 158)"
1547,2920,"(3, 317)"
1548,2920,"(4, 466)"
1549,2920,"(5, 577)"
1550,2920,"(6, 586)"
1551,2920,"(7, 456)"
1552,2920,"(8, 256)"
1553,2920,"(9, 99)"
1554,2920,"(10, 38)"
1555,2920,"(11, 33)"
1556,2920,"(12, 13)"
1557,2920,"(13, 5)"
1558,2920,"(14, 3)"
1559,2920,"(19, 1)"
1560,2930,"(2, 28)"
1561,2930,"(3, 74)"
1562,2930,"(4, 144)"
1563,2930,"(5, 133)"
1564,2930,"(6, 162)"
1565,2930,"(7, 122)"
1566,2930,"(8, 81)"
1567,2930,"(9, 43)"
1568,2930,"(10, 19)"
1569,2930,"(11, 11)"
1570,2930,"(12, 8)"
1571,2930,"(13, 1)"
1572,2930,"(14, 1)"
1573,2942,"(1, 2)"
1574,2942,"(2, 19)"
1575,2942,"(3, 34)"
1576,2942,"(4, 39)"
1577,2942,"(5, 56)"
1578,2942,"(6, 45)"
1579,2942,"(7, 27)"
1580,2942,"(8, 25)"
1581,2942,"(9, 9)"
1582,2942,"(10, 4)"
1583,2942,"(11, 2)"
1584,2942,"(12, 1)"
1585,2950,"(2, 16)"
1586,2950,"(3, 86)"
1587,2950,"(4, 346)"
1588,2950,"(5, 465)"
1589,2950,"(6, 345)"
1590,2950,"(7, 155)"
1591,2950,"(8, 78)"
1592,2950,"(9, 32)"
1593,2950,"(10, 19)"
1594,2950,"(11, 8)"
1595,2950,"(12, 6)"
1596,2950,"(13, 2)"
1597,2950,"(14, 4)"
1598,2950,"(15, 2)"
1599,2950,"(17, 1)"
1600,2950,"(18, 1)"
1601,2950,"(19, 1)"
1602,2950,"(21, 1)"
1603,2950,"(31, 1)"
1604,2960,"(1, 1)"
1605,2960,"(2, 12)"
1606,2960,"(3, 82)"
1607,2960,"(4, 233)"
1608,2960,"(5, 316)"
1609,2960,"(6, 302)"
1610,2960,"(7, 194)"
1611,2960,"(8, 98)"
1612,2960,"(9, 35)"
1613,2960,"(10, 20)"
1614,2960,"(11, 7)"
1615,2960,"(12, 5)"
1616,2960,"(13, 4)"
1617,2960,"(14, 4)"
1618,2960,"(23, 1)"
1619,2970,"(1, 3)"
1620,2970,"(2, 156)"
1621,2970,"(3, 397)"
1622,2970,"(4, 1130)"
1623,2970,"(5, 1042)"
1624,2970,"(6, 552)"
1625,2970,"(7, 203)"
1626,2970,"(8, 74)"
1627,2970,"(9, 30)"
1628,2970,"(10, 5)"
1629,2970,"(11, 6)"
1630,2970,"(12, 3)"
1631,2970,"(13, 2)"
1632,2970,"(15, 1)"
1633,2980,"(1, 9)"
1634,2980,"(2, 25)"
1635,2980,"(3, 116)"
1636,2980,"(4, 593)"
1637,2980,"(5, 692)"
1638,2980,"(6, 203)"
1639,2980,"(7, 57)"
1640,2980,"(8, 25)"
1641,2980,"(9, 9)"
1642,2980,"(11, 2)"
1643,2980,"(12, 3)"
1644,2980,"(13, 1)"
1645,2980,"(15, 1)"
1646,2990,"(1, 3)"
1647,2990,"(2, 21)"
1648,2990,"(3, 209)"
1649,2990,"(4, 380)"
1650,2990,"(5, 521)"
1651,2990,"(6, 108)"
1652,2990,"(7, 34)"
1653,2990,"(8, 9)"
1654,2990,"(9, 2)"
1655,2990,"(10, 2)"
1656,2990,"(33, 1)"
1657,3000,"(1, 63)"
1658,3000,"(2, 302)"
1659,3000,"(3, 588)"
1660,3000,"(4, 977)"
1661,3000,"(5, 649)"
1662,3000,"(6, 321)"
1663,3000,"(7, 110)"
1664,3000,"(8, 64)"
1665,3000,"(9, 26)"
1666,3000,"(10, 5)"
1667,3000,"(11, 2)"
1668,3000,"(12, 2)"
1669,3000,"(14, 1)"
1670,3000,"(15, 1)"
1671,3000,"(20, 1)"
1672,3050,"(1, 20)"
1673,3050,"(2, 84)"
1674,3050,"(3, 191)"
1675,3050,"(4, 399)"
1676,3050,"(5, 268)"
1677,3050,"(6, 175)"
1678,3050,"(7, 76)"
1679,3050,"(8, 23)"
1680,3050,"(9, 13)"
1681,3050,"(10, 3)"
1682,3060,"(1, 10)"
1683,3060,"(2, 50)"
1684,3060,"(3, 282)"
1685,3060,"(4, 707)"
1686,3060,"(5, 463)"
1687,3060,"(6, 334)"
1688,3060,"(7, 126)"
1689,3060,"(8, 52)"
1690,3060,"(9, 24)"
1691,3060,"(10, 11)"
1692,3060,"(11, 3)"
1693,3060,"(12, 1)"
1694,3060,"(13, 1)"
1695,3060,"(14, 3)"
1696,3060,"(18, 1)"
1697,3070,"(1, 5)"
1698,3070,"(2, 24)"
1699,3070,"(3, 126)"
1700,3070,"(4, 377)"
1701,3070,"(5, 267)"
1702,3070,"(6, 139)"
1703,3070,"(7, 44)"
1704,3070,"(8, 25)"
1705,3070,"(9, 17)"
1706,3070,"(10, 5)"
1707,3070,"(11, 2)"
1708,3070,"(12, 1)"
1709,3070,"(19, 1)"
1710,3070,"(26, 1)"
1711,3070,"(35, 1)"
1712,3080,"(1, 5)"
1713,3080,"(2, 44)"
1714,3080,"(3, 162)"
1715,3080,"(4, 161)"
1716,3080,"(5, 74)"
1717,3080,"(6, 38)"
1718,3080,"(7, 21)"
1719,3080,"(8, 9)"
1720,3080,"(9, 3)"
1721,3080,"(10, 2)"
1722,3080,"(12, 1)"
1723,3100,"(1, 14)"
1724,3100,"(2, 79)"
1725,3100,"(3, 539)"
1726,3100,"(4, 948)"
1727,3100,"(5, 548)"
1728,3100,"(6, 242)"
1729,3100,"(7, 101)"
1730,3100,"(8, 37)"
1731,3100,"(9, 21)"
1732,3100,"(10, 13)"
1733,3100,"(11, 2)"
1734,3100,"(12, 1)"
1735,3100,"(13, 3)"
1736,3100,"(16, 1)"
1737,3100,"(34, 1)"
1738,3120,"(1, 8)"
1739,3120,"(2, 51)"
1740,3120,"(3, 425)"
1741,3120,"(4, 540)"
1742,3120,"(5, 166)"
1743,3120,"(6, 62)"
1744,3120,"(7, 21)"
1745,3120,"(8, 15)"
1746,3120,"(9, 3)"
1747,3120,"(10, 3)"
1748,3120,"(11, 1)"
1749,3120,"(12, 1)"
1750,3140,"(2, 24)"
1751,3140,"(3, 160)"
1752,3140,"(4, 352)"
1753,3140,"(5, 353)"
1754,3140,"(6, 133)"
1755,3140,"(7, 73)"
1756,3140,"(8, 14)"
1757,3140,"(9, 10)"
1758,3140,"(10, 3)"
1759,3140,"(11, 4)"
1760,3140,"(12, 2)"
1761,3140,"(13, 2)"
1762,3150,"(2, 3)"
1763,3150,"(3, 17)"
1764,3150,"(4, 54)"
1765,3150,"(5, 55)"
1766,3150,"(6, 32)"
1767,3150,"(7, 6)"
1768,3150,"(8, 2)"
1769,3150,"(9, 4)"
1770,3150,"(10, 2)"
1771,3150,"(11, 3)"
1772,3200,"(1, 25)"
1773,3200,"(2, 95)"
1774,3200,"(3, 447)"
1775,3200,"(4, 1033)"
1776,3200,"(5, 882)"
1777,3200,"(6, 463)"
1778,3200,"(7, 178)"
1779,3200,"(8, 81)"
1780,3200,"(9, 33)"
1781,3200,"(10, 23)"
1782,3200,"(11, 3)"
1783,3200,"(12, 2)"
1784,3200,"(14, 1)"
1785,3200,"(15, 1)"
1786,3200,"(17, 2)"
1787,3210,"(1, 16)"
1788,3210,"(2, 171)"
1789,3210,"(3, 1061)"
1790,3210,"(4, 1239)"
1791,3210,"(5, 447)"
1792,3210,"(6, 162)"
1793,3210,"(7, 63)"
1794,3210,"(8, 16)"
1795,3210,"(9, 9)"
1796,3210,"(10, 4)"
1797,3210,"(11, 4)"
1798,3210,"(12, 4)"
1799,3210,"(13, 1)"
1800,3210,"(16, 1)"
1801,3220,"(1, 11)"
1802,3220,"(2, 76)"
1803,3220,"(3, 384)"
1804,3220,"(4, 540)"
1805,3220,"(5, 281)"
1806,3220,"(6, 120)"
1807,3220,"(7, 63)"
1808,3220,"(8, 22)"
1809,3220,"(9, 10)"
1810,3220,"(10, 10)"
1811,3220,"(12, 1)"
1812,3220,"(16, 2)"
1813,3230,"(1, 13)"
1814,3230,"(2, 95)"
1815,3230,"(3, 485)"
1816,3230,"(4, 924)"
1817,3230,"(5, 540)"
1818,3230,"(6, 233)"
1819,3230,"(7, 126)"
1820,3230,"(8, 49)"
1821,3230,"(9, 19)"
1822,3230,"(10, 3)"
1823,3230,"(12, 3)"
1824,3230,"(13, 3)"
1825,3230,"(15, 1)"
1826,3250,"(1, 22)"
1827,3250,"(2, 242)"
1828,3250,"(3, 1185)"
1829,3250,"(4, 1503)"
1830,3250,"(5, 702)"
1831,3250,"(6, 342)"
1832,3250,"(7, 128)"
1833,3250,"(8, 51)"
1834,3250,"(9, 23)"
1835,3250,"(10, 10)"
1836,3250,"(11, 4)"
1837,3250,"(12, 4)"
1838,3250,"(13, 1)"
1839,3250,"(14, 2)"
1840,3250,"(15, 1)"
1841,3250,"(16, 1)"
1842,3250,"(19, 1)"
1843,3300,"(1, 37)"
1844,3300,"(2, 284)"
1845,3300,"(3, 1202)"
1846,3300,"(4, 1598)"
1847,3300,"(5, 883)"
1848,3300,"(6, 356)"
1849,3300,"(7, 150)"
1850,3300,"(8, 44)"
1851,3300,"(9, 21)"
1852,3300,"(10, 5)"
1853,3300,"(11, 9)"
1854,3300,"(12, 4)"
1855,3300,"(14, 2)"
1856,3300,"(15, 1)"
1857,3300,"(16, 1)"
1858,3300,"(90, 1)"
1859,3310,"(1, 13)"
1860,3310,"(2, 118)"
1861,3310,"(3, 479)"
1862,3310,"(4, 428)"
1863,3310,"(5, 185)"
1864,3310,"(6, 71)"
1865,3310,"(7, 22)"
1866,3310,"(8, 9)"
1867,3310,"(9, 4)"
1868,3310,"(10, 3)"
1869,3310,"(13, 1)"
1870,3310,"(19, 1)"
1871,3320,"(1, 3)"
1872,3320,"(2, 14)"
1873,3320,"(3, 173)"
1874,3320,"(4, 399)"
1875,3320,"(5, 310)"
1876,3320,"(6, 189)"
1877,3320,"(7, 77)"
1878,3320,"(8, 40)"
1879,3320,"(9, 16)"
1880,3320,"(10, 8)"
1881,3320,"(11, 3)"
1882,3320,"(12, 1)"
1883,3320,"(13, 1)"
1884,3320,"(15, 1)"
1885,3320,"(17, 1)"
1886,3330,"(2, 7)"
1887,3330,"(3, 41)"
1888,3330,"(4, 100)"
1889,3330,"(5, 77)"
1890,3330,"(6, 62)"
1891,3330,"(7, 14)"
1892,3330,"(8, 10)"
1893,3330,"(10, 2)"
1894,3330,"(13, 1)"
1895,3360,"(1, 12)"
1896,3360,"(2, 69)"
1897,3360,"(3, 315)"
1898,3360,"(4, 424)"
1899,3360,"(5, 190)"
1900,3360,"(6, 70)"
1901,3360,"(7, 26)"
1902,3360,"(8, 5)"
1903,3360,"(9, 6)"
1904,3360,"(10, 1)"
1905,3360,"(12, 1)"
1906,3360,"(16, 1)"
1907,3370,"(1, 14)"
1908,3370,"(2, 109)"
1909,3370,"(3, 518)"
1910,3370,"(4, 489)"
1911,3370,"(5, 140)"
1912,3370,"(6, 55)"
1913,3370,"(7, 17)"
1914,3370,"(8, 6)"
1915,3370,"(9, 1)"
1916,3370,"(10, 2)"
1917,3370,"(11, 1)"
1918,3370,"(12, 1)"
1919,3390,"(1, 21)"
1920,3390,"(2, 185)"
1921,3390,"(3, 868)"
1922,3390,"(4, 1110)"
1923,3390,"(5, 570)"
1924,3390,"(6, 255)"
1925,3390,"(7, 74)"
1926,3390,"(8, 32)"
1927,3390,"(9, 6)"
1928,3390,"(10, 7)"
